verdict,statement,sentiment
half-true,"Says Donald Trump is ""the worst jobs president in recorded history.""",-0.6249
false,"Says Wisconsin women facing pay discrimination can't ""do something about it"" under bill passed by Republicans.",-0.1027
pants-fire,"""BREAKING NEWS: Donald Trump On His Way To Donate Kidney To Melania Trump.""",0.0
false,"Says Sen. John McCain spent the July 4 weekend in Islamabad, Pakistan, selling ""F-16s and advanced weapons to the folks who harbored Osama bin Laden.""",-0.2263
pants-fire,"About 78 to 81 House Democrats ""are members of the Communist Party. ... It’s called the Congressional Progressive Caucus.""",0.4019
false,"""Finnish Court rules sex with children is permitted.""",0.0
pants-fire,"""Something less than 6% ... of this proposal that President Biden has put forward is actually focused on infrastructure.""",0.3818
half-true,Said that his batting average with Congress is higher than every other president since Dwight D. Eisenhower except Lyndon Johnson.,0.0
pants-fire,"""Congresswoman Kathy Castor voted to spend $2.6 million to teach prostitutes in China to drink responsibly.""",0.0
true,"""Let’s start with the premise that Rhode Island already has one of the 10 strictest [gun laws] amongst all the states.""",0.0
true,"Says that ""Tennessee law requires that schools receive half of proceeds -- $31 million per year"" -- from a half-cent increase in the Shelby County sales tax.",0.3182
true,"Says Georgia ranks ""near the bottom in per capita transportation spending.""",0.0
mostly-true,"""During the first 3 months of FY2022 Customs& Border Protection recorded 518k encounters w illegal immigrants at S border That’s up 137% from same point in FY2021.""",-0.5574
mostly-true,"""There have been at least 100 shootings each year [Angel Taveras] has been mayor"" of Providence.",0.0
false,"""Biden is currently sending more military equipment to our neighborhoods than Trump did.""",0.0
pants-fire,"Denies that he said the Obama campaign ""played the race card.""",-0.1027
mostly-false,"Says Scott Walker's jobs agency gives financial incentives that lead ""Wisconsin companies to look at shipping jobs elsewhere. ... A company got $4.6 million in taxpayer money and actually reduced its jobs by 300 people.""",0.3182
false,"""I was the first member of Congress to call him (Barack Obama) a socialist...""",0.0
half-true,"Because of Gov. Scott Walker’s budgeting, a greater percentage of general fund tax dollars is ""going to pay off debt than ever before in our history.""",-0.1027
true,"A ""study showed as many as one in four people have had a package stolen from their residence.""",-0.4939
true,"""[O]ver 200,000 ordinary citizens were given the opportunity to identify projects they preferred.""",0.4215
false,"Protest video shows ""resistance"" to ""President Macron’s plan for mandatory COVID vaccinations of all French citizens.""",-0.1779
pants-fire,"Under the new health care law, ""the first person (a) patient has to go to is a bureaucrat. That is called a panel.""",0.4939
mostly-false,"""Under Gov. Rick Perry’s leadership [Texas] has created more jobs over the last decade than the rest of the states combined.""",0.25
false,"Says Donald Trump ""always pays his bills promptly.""",0.0
half-true,"""We are the poster child for compliance, and whenever we discover possible infractions we resolve and report it to the NCAA no matter how minor the violations.""",0.128
pants-fire,"""Republicans DO NOT want to throw doctors"" in jail.",-0.0572
false,Said that man wearing racist shirt was working at a polling station in Mississippi.,-0.6124
half-true,"""J.D. Vance profits off Russia propaganda.""",0.4404
half-true,"""A recent study revealed that, across the nation, taxes would have to be increased by an average of $1,300 a year just to support the currently unsustainable public employee pension systems. In Florida, that dollar figure translates to $813 a year.""",0.5859
false,"""Oregon leads the nation in number of jobs per capita in manufacturing.""",0.0772
mostly-false,"A government analysis shows under a proposed transportation tax, ""metro Atlanta will create or support an additional 200,000 new jobs, including jobs that are maintained year over year.""",0.5859
false,"California’s Capitol building is ""second only to Disneyland,"" among visitor sites in the state.",0.0
half-true,"""It doesn't make sense to me to send $1-billion a day out of our
country. We can be energy independent and should be.""",0.2732
mostly-false,"Says there is a ""traditional 60-vote threshold for confirming Supreme Court nominees.""",0.5574
false,"""What (the Obama administration is) going to come out with in the next several months is you're not even going to be able to burn coal very limitedly in the existing plants.""",0.0
false,"North Carolina Gov. Roy Cooper’s ""daughter is having a big wedding today. 500 people. Then going to lock you down on Monday.""",0.0
true,"The Obama administration notified Poland and the Czech Republic about cancellation of major missile-defense facilities ""at the last minute in midnight phone calls.""",0.0
true,"Says ""in the Legislature, (Mary Nolan) has been a party-line Democrat, showing a 100% track record in harmony with the American Civil Liberties Union.""",0.7184
half-true,"""There is not a single documented case of abuse"" of the bulk metadata collection program.",-0.6369
pants-fire,"""The CDC and county health officials have obtained 2020 Census records to enhance their vaccination enforcement protocols.""",0.0
pants-fire,"""Biden did not win legally.""",-0.4717
mostly-false,"Says Neil Gorsuch ""comes down on the side of felons over gun safety.""",-0.34
mostly-false,"Says Adam Hasner ""gives the wealthy tax breaks worth $250,000 a year but hikes middle class taxes $2,000.""",0.296
half-true,"Says Ann Landers said, ""At age 20, we worry about what others think of us. At age 40, we don’t care what they think. At age 60, we discover that they have not been thinking of us at all.""",0.0772
pants-fire,"Says of UW-Madison, ""It cost the university $50k (your tax dollars) to remove"" a rock considered by some a symbol of racism.",-0.6249
mostly-true,"Under Scott Walker, Wisconsin is ""still 16,000 manufacturing jobs lower than we were during the recession.""",-0.296
false,"I am the only U.S. Senate candidate who spoke out against bombing Syria, and who challenged Georgia’s governor and insurance commissioner over obstruction to the Affordable Care Act.",0.4215
false,Says Joe Exotic was pardoned.,0.2263
true,"""As Florida's CFO, I shut down Krakow's scam and refunded more than $1.2 million to Josephine and other victims of this con man.""",-0.7184
mostly-true,"""We got back every dime used to rescue the banks.""",0.5106
false,"Says ""Oregon is one of only three states that allow the use of gillnets on inland waters.""",0.2263
half-true,"""Thirty years ago we were the most college-educated country on the globe. Today we are No. 11.""",-0.296
mostly-false,"""Only 16% Of Canadians Would SUPPORT Trudeau After Trucker Protest!""",0.5754
mostly-false,"There is not ""one of the Muslim nations"" that doesn't have ""discrimination against women, discrimination against gays, subjugation of other religious beliefs.""",0.0
pants-fire,"""Evangelical leader says those who oppose Trump could be ‘punished’ with gay child.""",0.0
pants-fire,"Says Michelle Obama waved ""red communist flags"" on her trip to China.",0.0
mostly-false,"Says Nancy Pelosi bought $1.25 million in Tesla stock the day before Joe Biden signed an order ""for all federal vehicles"" to be electric.",0.0
false,"""The woman in this photograph is Margaret Sanger, founder of Planned Parenthood, meeting with the Ku Klux Klan in 1926, Silver Lake, New Jersey.""",0.0
pants-fire,"Says a CNN headline said, ""In And Out is the fast food of white supremacists.""",0.0
half-true,"Some ""20,000 Delphi salaried retirees lost up to 70 percent of their pensions"" as a result of ""political favoritism and backroom deals.""",-0.1531
false,Says a photo shows Donald Trump kissing Ivanka Trump on the lips.,0.5719
